AppID,Name,Primary_Genre,Price,Review_Score_Pct,Review_Count,Playtime_Hours,Languages_Count,Multiplayer,Cluster_Label
42680,Call of Duty®: Modern Warfare® 3 (2011),1,2,1,2,2,0,1,0
1644500,Masterplan Tycoon,11,1,1,1,2,1,0,2
381000,6 Nights,5,0,0,0,1,0,1,2
432350,Epic Battle Fantasy 5,2,2,2,2,2,1,0,0
270170,Depression Quest,9,0,0,2,0,0,0,1
252850,Streamline,1,0,0,2,1,1,1,2
34330,Total War: SHOGUN 2,20,2,2,2,2,1,1,0
2799350,Emperor of the Fading Suns Enhanced,20,2,2,0,1,0,1,0
944010,S.W.I.N.E. HD Remaster,20,2,2,2,1,1,1,0
255710,Cities: Skylines,18,2,2,2,2,1,0,0
1141290,Tactical Nexus,11,0,2,1,2,0,0,0
459350,Battlesloths 2025: The Great Pizza Wars,1,1,1,0,1,1,1,0
749550,Lawnmower Game 2: Drifter,5,0,0,0,0,0,0,1
711660,CHUCHEL,2,1,1,2,1,1,0,0
341020,Chronicles of Teddy,1,0,0,1,1,1,0,2
1304610,Lab Rat,11,2,2,1,0,1,0,0
264280,99 Levels To Hell,1,1,0,1,1,0,0,1
240,Counter-Strike: Source,1,1,2,2,2,1,1,0
210970,The Witness,2,2,1,2,2,1,0,0
2110840,Legends of Amberland II: The Song of Trees,15,2,2,0,0,0,0,0
505640,Antihero,11,1,2,1,1,1,1,0
821060,Desktop Mascot Engine,3,1,0,1,0,1,0,1
818210,Indie Pogo,1,2,1,1,2,0,1,0
3121470,Chroma Zero,2,2,2,1,0,1,0,0
566090,The Bard's Tale IV: Barrows Deep,15,0,0,2,1,0,0,2
714080,BLACK CLOVER: QUARTET KNIGHTS,1,1,1,2,0,1,1,2
1574580,Strange Horticulture,2,2,2,2,1,1,0,0
342490,Shipwreck,2,0,1,1,0,0,0,2
22130,Hearts of Iron 2 Complete,20,1,1,1,2,0,1,0
1020470,Evoland Legendary Edition,1,1,1,2,2,0,0,2
837460,Batbarian: Testament of the Primordials,1,1,1,1,0,1,0,2
485510,Nioh: Complete Edition,1,1,1,2,2,1,1,2
393930,RoShamBo,1,0,0,1,1,1,1,2
738610,Train Station Simulator,11,2,0,1,0,1,0,1
1927740,Monument Valley 2,2,1,2,2,0,1,0,0
513450,Drop Alive,5,0,2,2,0,0,0,0
547480,Carly and the Reaperman - Escape from the Underworld,2,1,2,1,0,1,1,0
13530,Prince of Persia: The Two Thrones™,1,1,1,2,1,0,0,2
2206210,GYLT,1,2,2,2,1,1,0,0
346560,Hero of the Kingdom II,2,0,2,2,1,1,0,0
